rank;page;category;title;link;rating;review_count;price;move_%;sales_rank_now;sales_rank_was
2;1;Movers & Shakers in Entertainment Collectibles;"Captain Planet and the Planeteers (Dynamite) #4A VF/NM ; Dynamite comic book";https://www.amazon.com/Captain-Planet-Planeteers-Dynamite-comic/dp/B0FQKNFWRV/ref=zg_bsms_g_entertainment-collectibles_d_sccl_2/136-5094779-5527625?psc=1;;;$6.96 (converted);;;
3;1;Movers & Shakers in Entertainment Collectibles;"Wolverines and Deadpools #2 VF/NM ; Marvel comic book | Wolverine Deadpool Laura Kinney";https://www.amazon.com/Wolverines-Deadpools-Marvel-Wolverine-Deadpool/dp/B0FMGKGKDY/ref=zg_bsms_g_entertainment-collectibles_d_sccl_3/136-5094779-5527625?psc=1;;;$6.96 (converted);;;
1;1;Movers & Shakers in Gift Cards;Nintendo eShop Gift Card;https://www.amazon.com/Nintendo-America-Posa-Gift-Card/dp/B07ZQZ4MGR/ref=zg_bsms_g_gift-cards_d_sccl_1/136-5094779-5527625?psc=1;4.8 out of 5 stars;891;$34.86 (converted);12.0;170.0;191.0
2;1;Movers & Shakers in Gift Cards;Bloomin Brands Inc. Outback Steakhouse Multibrand Restaurant Gift Card;https://www.amazon.com/Bloomin-Multibrand-Gift-Card-100/dp/B08JJF1F6Z/ref=zg_bsms_g_gift-cards_d_sccl_2/136-5094779-5527625?psc=1;4.8 out of 5 stars;496;$24.90 (converted);9.0;252.0;276.0
3;1;Movers & Shakers in Gift Cards;SUBWAY Gift Card;https://www.amazon.com/SUBWAY-VariableDenomination-Gift-Card/dp/B0CHMDX1ZW/ref=zg_bsms_g_gift-cards_d_sccl_3/136-5094779-5527625?psc=1;4.7 out of 5 stars;55;$24.90 (converted);7.0;289.0;311.0
1;1;Movers & Shakers in Grocery & Gourmet Food;Coke Zero Sugar Diet Soda Soft Drink, 16.9 fl oz, 6 Pack;https://www.amazon.com/Coca-Cola-Zero-Sugar-16-9-Pack/dp/B00FU1YIEI/ref=zg_bsms_g_grocery_d_sccl_1/136-5094779-5527625?psc=1;4.6 out of 5 stars;5,680;$3.96 (converted);62.0;254.0;414.0
2;1;Movers & Shakers in Grocery & Gourmet Food;Red Raspberries, 6 oz;https://www.amazon.com/Fresh-Produce-Brands-May-Vary/dp/B000P6G12U/ref=zg_bsms_g_grocery_d_sccl_2/136-5094779-5527625?psc=1;4.6 out of 5 stars;31,823;;41.0;90.0;127.0
3;1;Movers & Shakers in Grocery & Gourmet Food;Banana Bunch (4-5 Count);https://www.amazon.com/Dole-Banana-Bunch-4-5-Count/dp/B07ZLFPXHC/ref=zg_bsms_g_grocery_d_sccl_3/136-5094779-5527625?psc=1;4.5 out of 5 stars;66,524;$0.99 (converted);38.0;13.0;18.0
1;1;Movers & Shakers in Handmade Products;Crystal Vibe African Turquoise Bracelet for Good Luck and Prosperity - Attract Positive Energy and Promote Overall Well-being - 8mm Beaded Bracelet for Spiritual Growth - Elastic Adjustable Size;https://www.amazon.com/Crystal-Vibe-Turquoise-Bracelet-Prosperity/dp/B0DD3VWLSG/ref=zg_bsms_g_handmade_d_sccl_1/136-5094779-5527625?psc=1;4.5 out of 5 stars;1,702;$25.89 (converted);;;
2;1;Movers & Shakers in Handmade Products;Large 1.25-2.0” Natural Aquamarine Raw Crystal Stone,Healing Gemstone for Reiki, Chakra Balancing, Meditation & Crystal Collection – Raw Aquamarine Mineral for Calmness, Clarity & Inner Peace;https://www.amazon.com/1-25-2-0-Aquamarine-Balancing-Meditation-Collection/dp/B0FHKRMBQV/ref=zg_bsms_g_handmade_d_sccl_2/136-5094779-5527625?psc=1;4.3 out of 5 stars;234;$5.97 (converted);;;
3;1;Movers & Shakers in Handmade Products;Brevynx Handmade 25Pcs Pocket Wooden Cross Fidget in bulk with Organza Bags - Stress Relief Cross My Heart for Christian, Religious Easter Day Gifts;https://www.amazon.com/Handmade-25Pcs-Wooden-Cross-Fidget/dp/B0DXKJ5KZD/ref=zg_bsms_g_handmade_d_sccl_3/136-5094779-5527625?psc=1;4.8 out of 5 stars;214;$39.84 (converted);210.0;147.0;456.0
1;1;Movers & Shakers in Health & Household;Energizer MAX 9V Batteries (2 Pack), 9 Volt Alkaline Batteries - Packaging May Vary;https://www.amazon.com/Energizer-Alkaline-Volt-Battery-2-Count/dp/B004R16728/ref=zg_bsms_g_hpc_d_sccl_1/136-5094779-5527625?psc=1;4.8 out of 5 stars;24,282;$7.36 (converted);;;
2;1;Movers & Shakers in Health & Household;Energizer A23 Batteries, A23 Battery Alkaline, 2 Count;https://www.amazon.com/Energizer-Mercury-Alkaline-Batteries-Packaging/dp/B00004YK10/ref=zg_bsms_g_hpc_d_sccl_2/136-5094779-5527625?psc=1;4.8 out of 5 stars;41,203;$5.26 (converted);;;
3;1;Movers & Shakers in Health & Household;"Silicone Scar Sheets,Silicone Scar Tape,Silicone Scar Removal Strips for Surgical,C-Section,Tummy Tuck,Keloid Scars (1.6""X 59"" Roll-1.5M) Keloid Bump Removal";https://www.amazon.com/Silicone-Surgical-Removal-C-Section-Roll-1-5M/dp/B0D8J5SV3C/ref=zg_bsms_g_hpc_d_sccl_3/136-5094779-5527625?psc=1;4.4 out of 5 stars;6,097;$9.84 (converted);;;
1;1;Movers & Shakers in Home & Kitchen;GORILLA GRIP Patented Square Shower Stall Mat, Small Bathtub Floor Mats for Stand Up Showers, Suction Cups and Drainage Holes, Machine Wash, Soft on Feet, Bathroom Accessories 21x21 Inch, Beige Opaque;https://www.amazon.com/Gorilla-Grip-Shower-Stall-Mat/dp/B0BDNTTFC1/ref=zg_bsms_g_home-garden_d_sccl_1/136-5094779-5527625?psc=1;4.5 out of 5 stars;107,472;$21.90 (converted);;;
2;1;Movers & Shakers in Home & Kitchen;2 Pack Air Purifiers For Home Bedroom, Honeyuan H13 HEPA Air purifier with 360°Air Intake, Coverage up to 650ft², 3 Fan Speeds, Low to 24dB;https://www.amazon.com/Purifiers-Honeyuan-purifier-Coverage-Filtration/dp/B0C26WN2XN/ref=zg_bsms_g_home-garden_d_sccl_2/136-5094779-5527625?psc=1;4.4 out of 5 stars;2,748;$27.88 (converted);;;
3;1;Movers & Shakers in Home & Kitchen;Barossa Design Narrow Shower Curtain Liner with 3 Magnets - Waterproof PEVA Shower Liner for Small Bathroom Stall, PVC Free, Metal Grommets - Clear, 32X72;https://www.amazon.com/Narrow-Shower-Curtain-Liner-Magnets/dp/B087P5ST4B/ref=zg_bsms_g_home-garden_d_sccl_3/136-5094779-5527625?psc=1;4.5 out of 5 stars;86,821;$8.92 (converted);66.0;3.0;5.0
1;1;Movers & Shakers in Kindle Store;Unexplained: Real-Life Supernatural Stories (Scary Gift for Fans of Ghost Stories and Paranormal Podcasts);https://www.amazon.com/Unexplained-Real-Life-Supernatural-Stories-Uncertain-ebook/dp/B07VXYJXH3/ref=zg_bsms_g_digital-text_d_sccl_1/136-5094779-5527625?psc=1;4.4 out of 5 stars;644;$9.95 (converted);;;
2;1;Movers & Shakers in Kindle Store;Patsy's Italian Family Cookbook: TK;https://www.amazon.com/Patsys-Italian-Family-Cookbook-Scognamillo-ebook/dp/B00NE06T4Y/ref=zg_bsms_g_digital-text_d_sccl_2/136-5094779-5527625?psc=1;4.7 out of 5 stars;257;$1.98 (converted);;;
3;1;Movers & Shakers in Kindle Store;The Boy at the Door;https://www.amazon.com/Boy-at-Door-Alex-Dahl-ebook/dp/B077CNPGFC/ref=zg_bsms_g_digital-text_d_sccl_3/136-5094779-5527625?psc=1;4.0 out of 5 stars;373;$1.98 (converted);;;
1;1;Movers & Shakers in Kitchen & Dining;Gas One 12 Pack 6 Hour Chafing Fuel - Food Warmer for Chafing Dish Buffet Set - Reusable Liquid Safe Fuel With Wick & Lid Opener;https://www.amazon.com/Gas-pack-Hour-Chafing-Fuel/dp/B084TC8D4L/ref=zg_bsms_g_kitchen_d_sccl_1/136-5094779-5527625?psc=1;4.7 out of 5 stars;9,320;$45.81 (converted);;;
2;1;Movers & Shakers in Kitchen & Dining;ChefAide Ice Cube Tray with Lid, 4 Packs 56 Cubes Durable Stackable Ice Cube Trays for Freezer with Removable Lids, Easy-Release Plastic & Silicone Ice Tray for Cocktail, Coffee;https://www.amazon.com/ChefAide-Ice-Cube-Tray-Lid/dp/B0C1LB9CKH/ref=zg_bsms_g_kitchen_d_sccl_2/136-5094779-5527625?psc=1;4.5 out of 5 stars;4,470;$6.96 (converted);;;
3;1;Movers & Shakers in Kitchen & Dining;QZYL 4 PCS Picnic Table Cover with Bench Covers, Black Plastic Table Cloths, 54 X 108 in Disposable Waterproof Rectangle Table Covers for Camping Birthdays Weddings Parties Christmas;https://www.amazon.com/QZYL-Disposable-Waterproof-Rectangle-Birthdays/dp/B0DZCZGH71/ref=zg_bsms_g_kitchen_d_sccl_3/136-5094779-5527625?psc=1;4.6 out of 5 stars;488;$6.96 (converted);;;
1;1;Movers & Shakers in Movies & TV;Lost in Space (1998) - Collector's Edition [Blu-ray];https://www.amazon.com/Lost-Space-Collectors-Gary-Goldman/dp/B0CSBK4259/ref=zg_bsms_g_movies-tv_d_sccl_1/136-5094779-5527625?psc=1;4.6 out of 5 stars;2,946;$7.96 (converted);;;
2;1;Movers & Shakers in Movies & TV;One Battle After Another - Limited Edition Steelbook (4K Ultra HD + Blu-ray + Digital);https://www.amazon.com/One-Battle-After-Another-Steelbook/dp/B0FTF6565S/ref=zg_bsms_g_movies-tv_d_sccl_2/136-5094779-5527625?psc=1;3.6 out of 5 stars;12;$37.84 (converted);;;
3;1;Movers & Shakers in Movies & TV;Evil Dead (2013) - Limited Edition Steelbook [4K Ultra HD] [4K UHD];https://www.amazon.com/Evil-Dead-Limited-Steelbook-Ultra/dp/B0D4FBQJR6/ref=zg_bsms_g_movies-tv_d_sccl_3/136-5094779-5527625?psc=1;4.6 out of 5 stars;14,767;$23.97 (converted);;;
1;1;Movers & Shakers in Musical Instruments;MENERESAS 3-in-1 Wireless Lavalier Microphone, Omnidirectional Lapel Mic for iOS/Android/Camera, Noise Reduction, Basalt Black;https://www.amazon.com/MENERESAS-Wireless-Microphone-Omnidirectional-Reduction/dp/B0FT2KNJ6H/ref=zg_bsms_g_musical-instruments_d_sccl_1/136-5094779-5527625?psc=1;4.7 out of 5 stars;218;$99.60 (converted);;;
2;1;Movers & Shakers in Musical Instruments;Mini Mic Pro (Latest Model) - Professional Wireless Microphone for iPhone, iPad, Android, Lavalier Microphone for Video Recording - iPhone Mic Crystal Clear Recording with USB-C for Content Creators;https://www.amazon.com/Mini-Mic-Pro-Professional-Microphone/dp/B0CMJTSVRW/ref=zg_bsms_g_musical-instruments_d_sccl_2/136-5094779-5527625?psc=1;4.3 out of 5 stars;4,979;$24.89 (converted);150.0;2.0;5.0
3;1;Movers & Shakers in Musical Instruments;MLIKOEU Fog Machine, 800W Smoke Machine With 13-Color LED Effects, 3500CFM Smoke Machine Fog Output, Wired And Wireless Remote Control,Ideal For Halloween, Wedding And DJ Stage;https://www.amazon.com/MLIKOEU-Machine-13-Color-Wireless-Halloween/dp/B0F939RTM7/ref=zg_bsms_g_musical-instruments_d_sccl_3/136-5094779-5527625?psc=1;4.4 out of 5 stars;46;$59.76 (converted);106.0;262.0;541.0
1;1;Movers & Shakers in Office Products;Scotch Classic Desktop Tape Dispenser, Black, 1-inch Core, Made from 100% Recycled Plastic, 1 Dispenser;https://www.amazon.com/Scotch-Desk-Tape-Dispenser-Black/dp/B00006IF79/ref=zg_bsms_g_office-products_d_sccl_1/136-5094779-5527625?psc=1;4.6 out of 5 stars;10,965;$4.73 (converted);;;
2;1;Movers & Shakers in Office Products;Scotch Magic Tape, Invisible Transparent Tape, 6 Tape Rolls with Dispensers, 3/4 in x 650 in;https://www.amazon.com/Scotch-Dispensers-Applications-Invisible-Engineered/dp/B0000DH8HQ/ref=zg_bsms_g_office-products_d_sccl_2/136-5094779-5527625?psc=1;4.8 out of 5 stars;41,526;$10.95 (converted);;;
3;1;Movers & Shakers in Office Products;"LED Note Board with 7 Colors, Includes Adapter, 13""x10"" Led Drawing Board for Kids, Light Up Dry Erase Boards with 7 Markers, Soft Cloth, Hanging Chain, Holiday Trend Gift";https://www.amazon.com/Adapter-Drawing-Invisible-Markers-Hanging/dp/B0DY139W8B/ref=zg_bsms_g_office-products_d_sccl_3/136-5094779-5527625?psc=1;4.8 out of 5 stars;1,262;$28.54 (converted);;;
1;1;Movers & Shakers in Patio, Lawn & Garden;Yzurbu 24pcs Monarch Butterfly Decor, Yellow Artificial Fake Butterflies Decorations for Fall Autumn Craft, Halloween, Thanksgiving, Christmas;https://www.amazon.com/Yzurbu-Monarch-Butterfly-Artificial-Butterflies/dp/B098B4GX3L/ref=zg_bsms_g_lawn-garden_d_sccl_1/136-5094779-5527625?psc=1;4.6 out of 5 stars;325;$8.96 (converted);;;
2;1;Movers & Shakers in Patio, Lawn & Garden;5 Pack Marshmallow Roasting Sticks Set, Extendable 32in Long Metal Barbecue Skewers with Wooden Handle, for Marshmallow, Hot Dogs, Camping, BBQ, Grill;https://www.amazon.com/Marshmallow-Roasting-Extendable-Barbecue-Skewers/dp/B0CD6RXJSW/ref=zg_bsms_g_lawn-garden_d_sccl_2/136-5094779-5527625?psc=1;4.6 out of 5 stars;898;$5.77 (converted);;;
3;1;Movers & Shakers in Patio, Lawn & Garden;AMMZO Meat Thermometer Digital, Instant Read Food Thermometer for Cooking Deep Fry BBQ Oven Grill Smoker Roast and Candy Thermometer, Stocking Stuffers Gifts for Men Women;https://www.amazon.com/AMMZO-Thermometer-Grilling-Waterproof-Backlight/dp/B09C32DYV1/ref=zg_bsms_g_lawn-garden_d_sccl_3/136-5094779-5527625?psc=1;4.6 out of 5 stars;6,661;$15.92 (converted);234.0;85.0;284.0
1;1;Movers & Shakers in Pet Supplies;Purina Tidy Cats Clumping Multi Cat Litter, Glade Clear Springs - 16 lb. Bag;https://www.amazon.com/Purina-Tidy-Cats-Clumping-Springs/dp/B0D2FRTPDC/ref=zg_bsms_g_pet-supplies_d_sccl_1/136-5094779-5527625?psc=1;4.6 out of 5 stars;4,800;$25.89 (converted);;;
2;1;Movers & Shakers in Pet Supplies;Purina Tidy Cats Lightweight Free and Clean Unscented, Multi-Cat, Clumping, 99.9 Percent Dust Free Cat Litter - 12 lb. Box;https://www.amazon.com/Tidy-Cats-Lightweight-Free-Unscented-Multi-Cat/dp/B0DZY3T8F9/ref=zg_bsms_g_pet-supplies_d_sccl_2/136-5094779-5527625?psc=1;4.4 out of 5 stars;12,007;$21.89 (converted);;;
3;1;Movers & Shakers in Pet Supplies;Purina Tidy Cats Lightweight with Glade Clear Springs Multi-Cat, Clumping, Low Dust, Scented Cat Litter - 12 lb. Box;https://www.amazon.com/Tidy-Cats-Lightweight-Multi-Cat-Clumping/dp/B0F127TWW6/ref=zg_bsms_g_pet-supplies_d_sccl_3/136-5094779-5527625?psc=1;4.5 out of 5 stars;14,268;$26.88 (converted);;;
1;1;Movers & Shakers in Software;Spectrasonics Omnisphere 3 — Flagship Synthesizer of Spectrasonics with Thousands of Fresh New Sounds, Faster Access, and Same Size as Omnisphere 2.;https://www.amazon.com/Spectrasonics-Omnisphere-Flagship-Synthesizer-Thousands/dp/B0FWTW314T/ref=zg_bsms_g_software_d_sccl_1/136-5094779-5527625?psc=1;;;$497.07 (converted);;;
2;1;Movers & Shakers in Software;How to Start a Bingo Hall Plus Business Plan;https://www.amazon.com/Start-Bingo-Hall-Plus-Business/dp/B00988ISAE/ref=zg_bsms_g_software_d_sccl_2/136-5094779-5527625?psc=1;2.0 out of 5 stars;1;$29.83 (converted);;;
3;1;Movers & Shakers in Software;Lotus Smartsuite Release 4 (Old Verison);https://www.amazon.com/Lotus-Smartsuite-Release-Old-Verison/dp/B004JBVLKY/ref=zg_bsms_g_software_d_sccl_3/136-5094779-5527625?psc=1;1.0 out of 5 stars;1;$79.68 (converted);;;
1;1;Movers & Shakers in Sports & Outdoors;Graduated Copper Compression Socks for Men & Women Circulation 8 Pairs 15-20mmHg - Best for Running Athletic Cycling;https://www.amazon.com/Graduated-Medical-Compression-Circulation-15-20mmHg/dp/B07RPDBHBP/ref=zg_bsms_g_sporting-goods_d_sccl_1/136-5094779-5527625?psc=1;4.5 out of 5 stars;31,267;$18.91 (converted);;;
2;1;Movers & Shakers in Sports & Outdoors;3 Pack Fleece Lined Leggings Women with Pockets -Warm Winter Yoga Pants for Women Thermal Running Workout Leggings;https://www.amazon.com/Leggings-Pockets-Thermal-Running-Workout/dp/B0C7G9VHB5/ref=zg_bsms_g_sporting-goods_d_sccl_2/136-5094779-5527625?psc=1;4.3 out of 5 stars;2,060;$27.88 (converted);;;
3;1;Movers & Shakers in Sports & Outdoors;2025 Topps Holiday Baseball - Factory Sealed - Advent Calendar;https://www.amazon.com/2025-Topps-Holiday-Baseball-Calendar/dp/B0FSB24VRB/ref=zg_bsms_g_sporting-goods_d_sccl_3/136-5094779-5527625?psc=1;;;$29.87 (converted);;;
1;1;Movers & Shakers in Sports Collectibles;Vj Edgecombe 76ers Basketball Rookie Card Panini Instant 2025 Draft Night Card #3 Overall Pick Future Superstar;https://www.amazon.com/Edgecombe-Basketball-Instant-Overall-Superstar/dp/B0FPBPCK41/ref=zg_bsms_g_sports-collectibles_d_sccl_1/136-5094779-5527625?psc=1;;;$34.36 (converted);;;
2;1;Movers & Shakers in Sports Collectibles;Facsimile Autographed Chauncey Billups Detroit Blue Reprint Laser Auto Basketball Jersey Size Men's XL;https://www.amazon.com/Facsimile-Autographed-Chauncey-Billups-Basketball/dp/B0CZVZCBHT/ref=zg_bsms_g_sports-collectibles_d_sccl_2/136-5094779-5527625?psc=1;;;$74.70 (converted);;;
3;1;Movers & Shakers in Sports Collectibles;Graded 2023 Panini Mosaic Victor Wembanyama #238 Rookie RC Basketball Card PSA 10 Gem Mint;https://www.amazon.com/Graded-Panini-Mosaic-Wembanyama-Basketball/dp/B0DVYP4YDC/ref=zg_bsms_g_sports-collectibles_d_sccl_3/136-5094779-5527625?psc=1;;;;;;
1;1;Movers & Shakers in Tools & Home Improvement;2 Pack Under Cabinet Lighting, 3 Color Temperatures Motion Sensor Light Indoor, LED Rechargeable Cabinet Lights, Stick-On Magnetic Closet Light, Wireless Under Counter Lights for Kitchen, Stair;https://www.amazon.com/Lighting-Temperatures-Rechargeable-Magnetic-Wireless/dp/B0F38NGQ4H/ref=zg_bsms_g_hi_d_sccl_1/136-5094779-5527625?psc=1;4.6 out of 5 stars;6,934;$18.92 (converted);;;
2;1;Movers & Shakers in Tools & Home Improvement;"Sakugi Storage Shelves - 4 Tier Shelf Organizer, Heavy Duty Garage Shelving Unit with Leveling Feet, Stable Metal Shelves Organizer for Pantry, Kitchen and Closet, 18.4"" W x 12.6"" D x 44.2"" H, Black";https://www.amazon.com/Sakugi-Storage-Shelves-Organizer-Shelving/dp/B0D8NQPRG8/ref=zg_bsms_g_hi_d_sccl_2/136-5094779-5527625?psc=1;4.5 out of 5 stars;1,734;$89.64 (converted);;;
3;1;Movers & Shakers in Tools & Home Improvement;Filtrete 20x25x5 AC Furnace Air Filter, MPR 1550, MERV 12, Fits Trion AirBear, CERTIFIED Asthma & Allergy Friendly, Electrostatic Air Cleaning Filter, 1-Pack (actual size 19.56 x 24.13 x 4.75);https://www.amazon.com/Filtrete-CERTIFIED-Friendly-Electrostatic-Cleaning/dp/B0130EBW1S/ref=zg_bsms_g_hi_d_sccl_3/136-5094779-5527625?psc=1;4.2 out of 5 stars;5,016;$33.75 (converted);327.0;204.0;873.0
1;1;Movers & Shakers in Toys & Games;Avalon Hill HeroQuest Wizards of Morcar Quest Pack – Ages 14+ – 2 to 5 Players – Roleplaying Games;https://www.amazon.com/Avalon-Hill-HeroQuest-Wizards-Morcar/dp/B0FJBPW4L7/ref=zg_bsms_g_toys-and-games_d_sccl_1/136-5094779-5527625?psc=1;;;$49.80 (converted);;;
2;1;Movers & Shakers in Toys & Games;Monopoly House of the Dragon Edition Board Game | Based on the Hit TV Series | Ages 17 and Up | 2 to 6 Players | Strategy Games (Amazon Exclusive);https://www.amazon.com/Monopoly-Dragon-Players-Strategy-Exclusive/dp/B0CS7D2L4X/ref=zg_bsms_g_toys-and-games_d_sccl_2/136-5094779-5527625?psc=1;4.8 out of 5 stars;586;$6.46 (converted);;;
3;1;Movers & Shakers in Toys & Games;Soyee Magnetic Tiles Toddler Toys Travel Essential Games Magnet Building Blocks STEM Sensory Educational Toys for 3 4 5 6 7 8+ Year Old Boys Girls Christmas Birthday Gifts;https://www.amazon.com/Soyee-Magnetic-Essential-Educational-Christmas/dp/B0FLDSXFQ5/ref=zg_bsms_g_toys-and-games_d_sccl_3/136-5094779-5527625?psc=1;4.8 out of 5 stars;1,424;$14.93 (converted);;;
1;1;Movers & Shakers in Video Games;amFilm Auto-Alignment OneTouch for Nintendo Switch 2 Screen Protector [7.9''] 2025 Tempered Glass, Accessories, 30 seconds Installation, Bubble Free, Anti-Scratch, Touch Sensitive, Ultra-Clear [2Pack];https://www.amazon.com/Auto-Alignment-Protector-Accessories-Installation-Anti-Scratch-Ultra-Clear/dp/B0DRCKDWD1/ref=zg_bsms_g_videogames_d_sccl_1/136-5094779-5527625?psc=1;4.6 out of 5 stars;10,713;$7.16 (converted);;;
2;1;Movers & Shakers in Video Games;Kirby Air Riders for Nintendo Switch 2;https://www.amazon.com/Kirby-Air-Riders-Nintendo-Switch-2/dp/B0FN13VMCC/ref=zg_bsms_g_videogames_d_sccl_2/136-5094779-5527625?psc=1;;;$69.72 (converted);321.0;83.0;350.0
3;1;Movers & Shakers in Video Games;CAT Construction Toys, Junior Crew Lil' Movers Remote Control Truck, RC Car + Dump Truck, Working Headlights, with Child Friendly Controller;https://www.amazon.com/CatToysOfficial-Construction-Junior-Movers-Control/dp/B07TGTWQZG/ref=zg_bsms_g_videogames_d_sccl_3/136-5094779-5527625?psc=1;4.2 out of 5 stars;1,799;$12.57 (converted);177.0;342.0;950.0
